MeterNo,the_geom,MeterType,LONG,LAT,Status
1389702,POINT (-73.95879035844888 40.80975374952614),Strada,-73.95879036,40.80975375,Active
3071378,POINT (-74.00732207843477 40.60450884290982),Strada,-74.00732208,40.60450884,Active
4233167,POINT (-73.92129305030075 40.76717126950162),Strada,-73.92129305,40.76717127,Inactive
3063038,POINT (-73.96059555001887 40.59219448387764),Strada,-73.96059555,40.59219448,Active
3103037,POINT (-73.9923080193575 40.62075373917148),Strada,-73.99230802,40.62075374,Active
5023009,POINT (-74.07790740100731 40.63711844698513),Strada,-74.0779074,40.63711845,Active
1218206,POINT (-73.97272630274581 40.79368097271025),Strada,-73.9727263,40.79368097,Active
3131538,POINT (-73.98251052189853 40.61226681642264),Strada,-73.98251052,40.61226682,Active
3071393,POINT (-74.00206948670458 40.601818479710865),Strada,-74.00206949,40.60181848,Active
4013078,POINT (-73.92190748245592 40.741739648635),Strada,-73.92190748,40.74173965,Active
3063029,POINT (-73.96020483430739 40.587071895543225),Strada,-73.96020483,40.5870719,Active
1019679,POINT (-73.95148683062509 40.809902529797995),Strada,-73.95148683,40.80990253,Active
3013645,POINT (-73.98524776419492 40.69172244044031),Strada,-73.98524776,40.69172244,Active
4451781,POINT (-73.84963401182742 40.7337433758294),Strada,-73.84963401,40.73374338,Active
4361756,POINT (-73.88225782150249 40.70187683450744),Strada,-73.88225782,40.70187683,Active
4122294,POINT (-73.88889055194201 40.74705252297736),Strada,-73.88889055,40.74705252,Active
4072277,POINT (-73.91796339130788 40.76559524273785),Strada,-73.91796339,40.76559524,Active
4122426,POINT (-73.89305536412571 40.74745065235891),Strada,-73.89305536,40.74745065,Active
4122343,POINT (-73.88552788418693 40.747526468179665),Strada,-73.88552788,40.74752647,Active
4181691,POINT (-73.90651978280093 40.773251012893326),Strada,-73.90651978,40.77325101,Active
4233099,POINT (-73.92109168623888 40.76802601444893),Strada,-73.92109169,40.76802601,Active
4233107,POINT (-73.92022293810653 40.766286924619116),Strada,-73.92022294,40.76628692,Active
4233008,POINT (-73.92856739052887 40.75597102318462),Strada,-73.92856739,40.75597102,Active
4193064,POINT (-73.85548657771106 40.7435331746664),Strada,-73.85548658,40.74353317,Active
4193008,POINT (-73.86301010897338 40.75037874435941),Strada,-73.86301011,40.75037874,Active
4193003,POINT (-73.85651395526197 40.751466257990906),Strada,-73.85651396,40.75146626,Active
4221266,POINT (-73.87148818579863 40.752928644897985),Strada,-73.87148819,40.75292864,Active
4353032,POINT (-73.88873653927575 40.729862511834575),Strada,-73.88873654,40.72986251,Active
3123002,POINT (-74.01397987140184 40.641493739129565),Strada,-74.01397987,40.64149374,Active
3403078,POINT (-73.95110209593349 40.664345123557034),Strada,-73.9511021,40.66434512,Active
3383031,POINT (-73.8971726545971 40.63738222559973),Strada,-73.89717265,40.63738223,Active
3383103,POINT (-73.8899116545728 40.63412697946757),Strada,-73.88991165,40.63412698,Active
3223028,POINT (-73.95381701175937 40.730186936085225),Strada,-73.95381701,40.73018694,Active
3223011,POINT (-73.95030255360592 40.722797952220766),Strada,-73.95030255,40.72279795,Active
3313005,POINT (-73.95842362428282 40.618125085260175),Strada,-73.95842362,40.61812509,Active
3463017,POINT (-74.00820402414288 40.61946303464058),Strada,-74.00820402,40.61946303,Active
3503013,POINT (-73.98011721781754 40.6425915429217),Strada,-73.98011722,40.64259154,Active
3569938,POINT (-73.95255854092248 40.6308459944792),Strada,-73.95255854,40.63084599,Active
3569924,POINT (-73.95398359422181 40.63196516654209),Strada,-73.95398359,40.63196517,Active
3353007,POINT (-73.96747488005967 40.69332893315479),Strada,-73.96747488,40.69332893,Active
4122287,POINT (-73.89172694232391 40.74673128301641),Strada,-73.89172694,40.74673128,Retired
4181653,POINT (-73.910024523335 40.77680420218532),Strada,-73.91002452,40.7768042,Active
3153005,POINT (-73.96669970930574 40.63159463031469),Strada,-73.96669971,40.63159463,Active
1019673,POINT (-73.94597029618622 40.807333719047826),Strada,-73.9459703,40.80733372,Active
1038116,POINT (-73.97396748187747 40.789287342706864),Strada,-73.97396748,40.78928734,Active
4013045,POINT (-73.92753930675822 40.74395159933081),Strada,-73.92753931,40.7439516,Active
3131537,POINT (-73.98242954783234 40.61239515265593),Strada,-73.98242955,40.61239515,Active
3393021,POINT (-73.93982979068035 40.664240497848226),Strada,-73.93982979,40.6642405,Active
1228472,POINT (-73.94390832167498 40.836053233110185),Strada,-73.94390832,40.83605323,Active
4221252,POINT (-73.87004302362081 40.74916600095214),Strada,-73.87004302,40.749166,Active
1264901,POINT (-73.9506657628732 40.775308922189076),Strada,-73.95066576,40.77530892,Active
1058302,POINT (-73.93388933361278 40.84842963126636),Strada,-73.93388933,40.84842963,Active
1109653,POINT (-73.94220148789603 40.81763801631324),Strada,-73.94220149,40.81763802,Active
2162806,POINT (-73.8437523551105 40.84204808302449),Strada,-73.84375236,40.84204808,Active
2173014,POINT (-73.86093507753074 40.83501691823293),Strada,-73.86093508,40.83501692,Active
2323221,POINT (-73.85187850650803 40.84997664200549),Strada,-73.85187851,40.84997664,Active
1119845,POINT (-74.0048127403596 40.71078581641505),Strada,-74.00481274,40.71078582,Active
1058341,POINT (-73.93376621208881 40.85003847609826),Strada,-73.93376621,40.85003848,Active
1068264,POINT (-73.9258432073122 40.86312425512628),Strada,-73.92584321,40.86312426,Active
1109643,POINT (-73.94382284433398 40.81485630987066),Strada,-73.94382284,40.81485631,Active
2353016,POINT (-73.92787397710673 40.81860680397281),Strada,-73.92787398,40.8186068,Active
1228448,POINT (-73.94535498981449 40.833120824279476),Strada,-73.94535499,40.83312082,Active
2173041,POINT (-73.86000685505375 40.84180992275259),Strada,-73.86000686,40.84180992,Active
3043055,POINT (-73.94983525433626 40.6347373623926),Strada,-73.94983525,40.63473736,Active
3179385,POINT (-73.97996905216876 40.66895505304358),Strada,-73.97996905,40.66895505,Active
4413152,POINT (-73.8653916191186 40.73683275231811),Strada,-73.86539162,40.73683275,Active
1023161,POINT (-73.98903191936111 40.71422170613978),Strada,-73.98903192,40.71422171,Active
1023063,POINT (-73.98934349447319 40.718051127980715),Strada,-73.98934349,40.71805113,Active
1023081,POINT (-73.98689410379941 40.719417092780176),Strada,-73.9868941,40.71941709,Active
1023130,POINT (-73.99091315543305 40.71720481287675),Strada,-73.99091316,40.71720481,Active
1133063,POINT (-73.98098671908548 40.7333303479229),Strada,-73.98098672,40.73333035,Active
4513002,POINT (-73.82436490052737 40.7471669648819),Strada,-73.8243649,40.74716696,Active
4513011,POINT (-73.82163758743198 40.734479126010136),Strada,-73.82163759,40.73447913,Active
1058360,POINT (-73.93543124536242 40.85054357214639),Strada,-73.93543125,40.85054357,Active
1149978,POINT (-74.00183658968417 40.73257550220181),Strada,-74.00183659,40.7325755,Active
2253180,POINT (-73.89374331339357 40.87534313084612),Strada,-73.89374331,40.87534313,Active
3043079,POINT (-73.95717364013323 40.64219344288345),Strada,-73.95717364,40.64219344,Active
2262696,POINT (-73.90533251960218 40.87799763292281),Strada,-73.90533252,40.87799763,Active
2233018,POINT (-73.86673545233769 40.865522831553555),Strada,-73.86673545,40.86552283,Active
1433700,POINT (-73.96907386722395 40.75392251104483),Strada,-73.96907387,40.75392251,Active
4443149,POINT (-73.83985359246884 40.65989683112273),Strada,-73.83985359,40.65989683,Active
1023021,POINT (-73.98949271319111 40.721364905957245),Strada,-73.98949271,40.72136491,Active
1023091,POINT (-73.98533598479938 40.719198767172145),Strada,-73.98533598,40.71919877,Active
1023156,POINT (-73.99066543530782 40.713938998051916),Strada,-73.99066544,40.713939,Active
1473047,POINT (-73.99994630248923 40.721570670055094),Strada,-73.9999463,40.72157067,Active
4013002,POINT (-73.91387616845851 40.74602951055006),Strada,-73.91387617,40.74602951,Inactive
2262749,POINT (-73.90102658271701 40.88680638654159),Strada,-73.90102658,40.88680639,Active
2233054,POINT (-73.86381218111661 40.87146389743408),Strada,-73.86381218,40.8714639,Active
1068274,POINT (-73.92498306322948 40.86266990258678),Strada,-73.92498306,40.8626699,Active
4283128,POINT (-73.79128616415082 40.76803971726085),Strada,-73.79128616,40.76803972,Active
1238232,POINT (-73.92066099772671 40.867958194926516),Strada,-73.920661,40.86795819,Active
3043012,POINT (-73.96005598499518 40.656030618596034),Strada,-73.96005599,40.65603062,Inactive
3029742,POINT (-73.9783644040019 40.67939617269531),Strada,-73.9783644,40.67939617,Active
3051342,POINT (-73.96168537049883 40.60642495177661),Strada,-73.96168537,40.60642495,Active
3013653,POINT (-73.97680360605534 40.68690382505819),Strada,-73.97680361,40.68690383,Active
3113065,POINT (-73.99074555510103 40.635969005948915),Strada,-73.99074556,40.63596901,Active
3333024,POINT (-73.94055904867821 40.626260124632424),Strada,-73.94055905,40.62626012,Active
3413062,POINT (-73.97088773654585 40.608741539642466),Strada,-73.97088774,40.60874154,Active
3413007,POINT (-73.96363736191168 40.61598942335011),Strada,-73.96363736,40.61598942,Active
3373005,POINT (-73.92429406423983 40.6641037330051),Strada,-73.92429406,40.66410373,Active
3573028,POINT (-73.93980325872108 40.59032964833929),Strada,-73.93980326,40.59032965,Active
2193002,POINT (-73.91346462300598 40.84376936185179),Strada,-73.91346462,40.84376936,Active
2213003,POINT (-73.91787764456744 40.806913466452706),Strada,-73.91787764,40.80691347,Active
3163079,POINT (-73.92888648797485 40.652140275270206),Strada,-73.92888649,40.65214028,Active
4152004,POINT (-73.93977522972527 40.74452868098196),Strada,-73.93977523,40.74452868,Active
1348079,POINT (-73.95202371175493 40.79000975595302),Strada,-73.95202371,40.79000976,Active
4152095,POINT (-73.93810614326513 40.751641477310166),Strada,-73.93810614,40.75164148,Active
2162858,POINT (-73.82642566222832 40.83375409197349),Strada,-73.82642566,40.83375409,Active
4081825,POINT (-73.81028220572954 40.705479120846626),Strada,-73.81028221,40.70547912,Active
4173025,POINT (-73.86250291042444 40.72921914147155),Strada,-73.86250291,40.72921914,Active
4081879,POINT (-73.78667958101877 40.71206098598967),Strada,-73.78667958,40.71206099,Active
1033047,POINT (-73.96792897845093 40.79247225247141),Strada,-73.96792898,40.79247225,Active
1023003,POINT (-73.9954239679276 40.71369156592533),Strada,-73.99542397,40.71369157,Active
3063024,POINT (-73.96498380897798 40.58465675675833),Strada,-73.96498381,40.58465676,Active
3033046,POINT (-73.91059572469082 40.669394202287414),Strada,-73.91059572,40.6693942,Active
4043054,POINT (-73.83446126785391 40.71743489857953),Strada,-73.83446127,40.7174349,Active
2162904,POINT (-73.82145363027283 40.82636762003776),Strada,-73.82145363,40.82636762,Active
3103017,POINT (-73.9886278890902 40.620556827011285),Strada,-73.98862789,40.62055683,Active
3179395,POINT (-73.97603255209951 40.67350209000819),Strada,-73.97603255,40.67350209,Active
1208069,POINT (-73.9389061470465 40.79966306527421),Strada,-73.93890615,40.79966307,Active
1443457,POINT (-73.99394675504549 40.747540053668196),Strada,-73.99394676,40.74754005,Active
1443646,POINT (-73.99232017090962 40.74338247732706),Strada,-73.99232017,40.74338248,Active
1443941,POINT (-73.99186242364448 40.758010268792326),Strada,-73.99186242,40.75801027,Active
1443778,POINT (-73.99976420238788 40.74591462556081),Strada,-73.9997642,40.74591463,Active
1443989,POINT (-73.983465730041 40.752835058205115),Strada,-73.98346573,40.75283506,Active
1483089,POINT (-74.00423096733753 40.70759681278993),Strada,-74.00423097,40.70759681,Active
1243045,POINT (-74.00134668007559 40.71912776584042),Strada,-74.00134668,40.71912777,Active
1323058,POINT (-74.00722188869997 40.72854721442175),Strada,-74.00722189,40.72854721,Active
1443168,POINT (-73.97651300045692 40.745979395342914),Strada,-73.976513,40.7459794,Active
1443226,POINT (-73.98927044972261 40.74950469577363),Strada,-73.98927045,40.7495047,Active
1443354,POINT (-73.98448200759204 40.74678105809858),Strada,-73.98448201,40.74678106,Active
1443461,POINT (-73.99226424991889 40.74682984517927),Strada,-73.99226425,40.74682985,Active
1443513,POINT (-73.99215514100572 40.74597536885647),Strada,-73.99215514,40.74597537,Active
1443696,POINT (-73.98180990900538 40.739999385968176),Strada,-73.98180991,40.73999939,Active
1443427,POINT (-73.98646595106132 40.745192990450434),Strada,-73.98646595,40.74519299,Active
1443374,POINT (-73.98547517797454 40.746283782995896),Strada,-73.98547518,40.74628378,Active
1443574,POINT (-73.99100828168056 40.74307083402577),Strada,-73.99100828,40.74307083,Active
1443746,POINT (-73.98454003615433 40.740236616423395),Strada,-73.98454004,40.74023662,Active
1473069,POINT (-73.99191378509877 40.729988243568144),Strada,-73.99191379,40.72998824,Active
3103005,POINT (-73.98937931149915 40.62002837173988),Strada,-73.98937931,40.62002837,Active
1443393,POINT (-73.99383890215753 40.74900297609061),Strada,-73.9938389,40.74900298,Active
1443677,POINT (-73.99267991759008 40.748001413037414),Strada,-73.99267992,40.74800141,Active
3013004,POINT (-73.99357877963652 40.68993743434883),Strada,-73.99357878,40.68993743,Active
1443416,POINT (-73.97881774129335 40.74277056690422),Strada,-73.97881774,40.74277057,Inactive
3333069,POINT (-73.92024858597382 40.607019509837),Strada,-73.92024859,40.60701951,Retired
3543080,POINT (-73.9697207785518 40.59066095297066),Strada,-73.96972078,40.59066095,Active
3543002,POINT (-73.96910689763038 40.59749537703841),Strada,-73.9691069,40.59749538,Active
1043097,POINT (-73.98712983982679 40.729504710630344),Strada,-73.98712984,40.72950471,Active
3393030,POINT (-73.93684916630359 40.66778567825693),Strada,-73.93684917,40.66778568,Active
3393006,POINT (-73.94244046097658 40.66609811360222),Strada,-73.94244046,40.66609811,Active
3473013,POINT (-73.95506067355967 40.73563496189126),Strada,-73.95506067,40.73563496,Active
5053014,POINT (-74.08797209760522 40.585113804728906),Strada,-74.0879721,40.5851138,Active
3123045,POINT (-74.01106343047864 40.644696818199044),Strada,-74.01106343,40.64469682,Active
4053018,POINT (-73.84335760182867 40.71969792167798),Strada,-73.8433576,40.71969792,Active
1019681,POINT (-73.95238735463664 40.810876049775395),Strada,-73.95238735,40.81087605,Active
1403002,POINT (-73.98636583970945 40.763163744207475),Strada,-73.98636584,40.76316374,Active
1033060,POINT (-73.9690028538562 40.79066602807876),Strada,-73.96900285,40.79066603,Active
1043001,POINT (-73.98057004413418 40.73814646336023),Strada,-73.98057004,40.73814646,Active
1043110,POINT (-73.98820270861081 40.72730705211375),Strada,-73.98820271,40.72730705,Active
1243002,POINT (-73.99885645678894 40.71674567873178),Strada,-73.99885646,40.71674568,Active
1243014,POINT (-73.99699953385858 40.72021590791149),Strada,-73.99699953,40.72021591,Active
1113025,POINT (-74.01022044581968 40.719133675867035),Strada,-74.01022045,40.71913368,Active
1113001,POINT (-74.00571049970128 40.705976394086434),Strada,-74.0057105,40.70597639,Active
1113075,POINT (-74.01118708633177 40.7021705344635),Strada,-74.01118709,40.70217053,Active
1389692,POINT (-73.96507788036732 40.80147229986652),Strada,-73.96507788,40.8014723,Active
2073002,POINT (-73.88087003158235 40.88237733771854),Strada,-73.88087003,40.88237734,Active
2162804,POINT (-73.84269525800279 40.842166154437926),Strada,-73.84269526,40.84216615,Active
2162823,POINT (-73.84505643203497 40.84309055776771),Strada,-73.84505643,40.84309056,Active
1483085,POINT (-74.0067868390837 40.70834294406971),Strada,-74.00678684,40.70834294,Inactive
2173004,POINT (-73.86056795350154 40.832650154295926),Strada,-73.86056795,40.83265015,Active
3183053,POINT (-73.99356927873934 40.682049208649154),Strada,-73.99356928,40.68204921,Active
3213002,POINT (-73.93162008506395 40.66780337290995),Strada,-73.93162009,40.66780337,Active
3163011,POINT (-73.96028057895009 40.65010722866014),Strada,-73.96028058,40.65010723,Active
3163051,POINT (-73.95997812051473 40.65050168018301),Strada,-73.95997812,40.65050168,Active
3163072,POINT (-73.9297325273856 40.651773882968875),Strada,-73.92973253,40.65177388,Active
3163101,POINT (-73.92932373874764 40.65180627085389),Strada,-73.92932374,40.65180627,Active
3583004,POINT (-73.87262871302453 40.68347594601053),Strada,-73.87262871,40.68347595,Active
3483012,POINT (-73.98073619115814 40.605299278894776),Strada,-73.98073619,40.60529928,Retired
3483020,POINT (-73.97852315533689 40.60492119519436),Strada,-73.97852316,40.6049212,Active
3493021,POINT (-74.00047176482143 40.61367495719305),Strada,-74.00047176,40.61367496,Active
4072191,POINT (-73.92175110763476 40.760199724132804),Strada,-73.92175111,40.76019972,Active
4443091,POINT (-73.83281620049621 40.68387576143671),Strada,-73.8328162,40.68387576,Active
4122363,POINT (-73.8759629018562 40.748869203945794),Strada,-73.8759629,40.7488692,Active
4173009,POINT (-73.86333523253502 40.73022235812158),Strada,-73.86333523,40.73022236,Active
4152059,POINT (-73.94717397160997 40.74531282548144),Strada,-73.94717397,40.74531283,Active
4173030,POINT (-73.8586596934001 40.728518286048995),Strada,-73.85865969,40.72851829,Active
4173074,POINT (-73.8542535782486 40.72767958657489),Strada,-73.85425358,40.72767959,Active
4193012,POINT (-73.86276090867787 40.75081507384057),Strada,-73.86276091,40.75081507,Active
4211726,POINT (-73.75933857998791 40.740420141318616),Strada,-73.75933858,40.74042014,Active
4211737,POINT (-73.7671589989057 40.75594873910709),Strada,-73.767159,40.75594874,Active
4211736,POINT (-73.76755853950348 40.756363906805994),Strada,-73.76755854,40.75636391,Active
4263032,POINT (-73.89753875443411 40.70705231502101),Strada,-73.89753875,40.70705232,Active
4293049,POINT (-73.82601505774662 40.68618529459178),Strada,-73.82601506,40.68618529,Active
4221254,POINT (-73.87044759090159 40.74920863465066),Strada,-73.87044759,40.74920863,Active
4221284,POINT (-73.86787533179451 40.74925825916299),Strada,-73.86787533,40.74925826,Active
4233014,POINT (-73.93004884607332 40.75678521478189),Strada,-73.93004885,40.75678521,Active
4233121,POINT (-73.92535161718364 40.76821394548452),Strada,-73.92535162,40.76821395,Active
4353005,POINT (-73.9002351224067 40.723277362776756),Strada,-73.90023512,40.72327736,Active
4353045,POINT (-73.89535907909024 40.72729391397867),Strada,-73.89535908,40.72729391,Active
4353040,POINT (-73.89247386383228 40.72794691405713),Strada,-73.89247386,40.72794691,Active
1074889,POINT (-73.9612984313553 40.7685962578784),Strada,-73.96129843,40.76859626,Active
2131201,POINT (-73.88742035427329 40.85582036163047),Strada,-73.88742035,40.85582036,Active
1433099,POINT (-73.98205044430443 40.7621601772649),Strada,-73.98205044,40.76216018,Active
1433082,POINT (-73.97695378099456 40.76247252260235),Strada,-73.97695378,40.76247252,Active
1149985,POINT (-74.00330795280327 40.73294024177546),Strada,-74.00330795,40.73294024,Active
1043106,POINT (-73.98771383943024 40.727765057401506),Strada,-73.98771384,40.72776506,Active
1113064,POINT (-74.0042262347635 40.7100737118458),Strada,-74.00422623,40.71007371,Active
1433420,POINT (-73.9833045632108 40.762382753496624),Strada,-73.98330456,40.76238275,Active
1433094,POINT (-73.97627439756602 40.76310858829755),Strada,-73.9762744,40.76310859,Active
3543005,POINT (-73.9718329012279 40.59719267886783),Strada,-73.9718329,40.59719268,Active
3543024,POINT (-73.97438851926636 40.59679063068859),Strada,-73.97438852,40.59679063,Active
3602987,POINT (-73.98402955557385 40.632363403929645),Strada,-73.98402956,40.6323634,Active
3573013,POINT (-73.9528374977404 40.59062223884951),Strada,-73.9528375,40.59062224,Active
4512474,POINT (-73.81527905034186 40.7293026323526),Strada,-73.81527905,40.72930263,Active
4522524,POINT (-73.85641542407036 40.71151479064765),Strada,-73.85641542,40.71151479,Active
4173115,POINT (-73.8563789535785 40.727782575787145),Strada,-73.85637895,40.72778258,Retired
4173070,POINT (-73.85316067217224 40.72723842583191),Strada,-73.85316067,40.72723843,Active
4173041,POINT (-73.85398181037303 40.72661639450453),Strada,-73.85398181,40.72661639,Active
4173035,POINT (-73.85742096676722 40.72806247774582),Strada,-73.85742097,40.72806248,Inactive
4283148,POINT (-73.801934271573 40.780359436830054),Strada,-73.80193427,40.78035944,Active
4283084,POINT (-73.80470956212201 40.7545248139894),Strada,-73.80470956,40.75452481,Active
4283042,POINT (-73.79227792331399 40.75328083296958),Strada,-73.79227792,40.75328083,Active
4353010,POINT (-73.89800721163692 40.72441523653924),Strada,-73.89800721,40.72441524,Inactive
4221273,POINT (-73.86875452114329 40.74746886331105),Strada,-73.86875452,40.74746886,Active
4313007,POINT (-73.8516197285261 40.69417268036197),Strada,-73.85161973,40.69417268,Active
4211720,POINT (-73.74691731195118 40.73637714694249),Strada,-73.74691731,40.73637715,Active
4211735,POINT (-73.76781110572387 40.75550029373929),Strada,-73.76781111,40.75550029,Active
3631610,POINT (-73.97216735246856 40.57449195970785),Strada,-73.97216735,40.57449196,Active
3631600,POINT (-73.97872104013985 40.57559587261747),Strada,-73.97872104,40.57559587,Active
3043162,POINT (-73.94519058701457 40.61597068033602),Strada,-73.94519059,40.61597068,Active
3403047,POINT (-73.9535500736358 40.681068476822475),Strada,-73.95355007,40.68106848,Active
3029368,POINT (-73.98102276267386 40.67545214276566),Strada,-73.98102276,40.67545214,Active
3383113,POINT (-73.91796009533996 40.62491715507514),Strada,-73.9179601,40.62491716,Active
3383106,POINT (-73.91932250681741 40.63785745785384),Strada,-73.91932251,40.63785746,Active
3463044,POINT (-74.00784671250878 40.61050542938557),Strada,-74.00784671,40.61050543,Active
3283031,POINT (-73.95601594932417 40.70228053682108),Strada,-73.95601595,40.70228054,Active
3623003,POINT (-73.86651774503459 40.67872422157816),Strada,-73.86651775,40.67872422,Active
3503030,POINT (-73.97921826669815 40.642170334937305),Strada,-73.97921827,40.64217033,Active
3593016,POINT (-73.92841200619178 40.63221542504815),Strada,-73.92841201,40.63221543,Active
3213005,POINT (-73.93138407175978 40.66476810139655),Strada,-73.93138407,40.6647681,Active
3203005,POINT (-73.95773888740902 40.67113074058844),Strada,-73.95773889,40.67113074,Active
3513003,POINT (-73.98920926343173 40.613391674547614),Strada,-73.98920926,40.61339167,Active
2073019,POINT (-73.87907827440233 40.88145891870509),Strada,-73.87907827,40.88145892,Active
1473084,POINT (-73.99446066582982 40.72763411255533),Strada,-73.99446067,40.72763411,Active
3183028,POINT (-73.99694038808725 40.68005058790459),Strada,-73.99694039,40.68005059,Active
3493017,POINT (-74.00066153353463 40.61360268764275),Strada,-74.00066153,40.61360269,Active
2213010,POINT (-73.92354401005859 40.80946124168708),Strada,-73.92354401,40.80946124,Active
3441574,POINT (-74.0063362069829 40.62834607741372),Strada,-74.00633621,40.62834608,Active
4043072,POINT (-73.82896568138705 40.71363074822444),Strada,-73.82896568,40.71363075,Active
4293039,POINT (-73.82759477880244 40.68556163387993),Strada,-73.82759478,40.68556163,Active
3249888,POINT (-73.97623297919333 40.6819322965416),Strada,-73.97623298,40.6819323,Active
1208039,POINT (-73.95087175796472 40.78288455817588),Strada,-73.95087176,40.78288456,Active
1449901,POINT (-73.99407398520168 40.75625412809472),Strada,-73.99407399,40.75625413,Active
1218198,POINT (-73.96811084373331 40.80092482079796),Strada,-73.96811084,40.80092482,Active
1218183,POINT (-73.96155123778281 40.81094242115689),Strada,-73.96155124,40.81094242,Active
1218178,POINT (-73.96397981251398 40.807611609084375),Strada,-73.96397981,40.80761161,Active
4122375,POINT (-73.88060272119039 40.74990842740469),Strada,-73.88060272,40.74990843,Active
4211729,POINT (-73.75803924618673 40.74002395599536),Strada,-73.75803925,40.74002396,Active
2013038,POINT (-73.89942316257199 40.8631159258014),Strada,-73.89942316,40.86311593,Active
4233006,POINT (-73.9302243280666 40.75674691825483),Strada,-73.93022433,40.75674692,Active
4443012,POINT (-73.84614044005973 40.68057688845923),Strada,-73.84614044,40.68057689,Active
4193020,POINT (-73.86372107630903 40.74970160676735),Strada,-73.86372108,40.74970161,Active
2013093,POINT (-73.89248945438578 40.859591768423606),Strada,-73.89248945,40.85959177,Active
2013020,POINT (-73.90132676323303 40.86224965892952),Strada,-73.90132676,40.86224966,Active
1473007,POINT (-73.99111619606661 40.73283020978696),Strada,-73.9911162,40.73283021,Active
2253194,POINT (-73.89797640863091 40.86765968091384),Strada,-73.89797641,40.86765968,Active
2262763,POINT (-73.90729662319174 40.88027687989471),Strada,-73.90729662,40.88027688,Active
2323241,POINT (-73.86632914857812 40.845495749608155),Strada,-73.86632915,40.84549575,Active
2253199,POINT (-73.90297785176783 40.86912975165437),Strada,-73.90297785,40.86912975,Active
2262776,POINT (-73.90516541877865 40.8790312870474),Strada,-73.90516542,40.87903129,Active
2243151,POINT (-73.90383040662459 40.9074352112772),Strada,-73.90383041,40.90743521,Active
2262759,POINT (-73.90422358079485 40.88033891303886),Strada,-73.90422358,40.88033891,Active
2262721,POINT (-73.89852740792472 40.88339830507154),Strada,-73.89852741,40.88339831,Active
2233006,POINT (-73.86397070685915 40.86541701245674),Strada,-73.86397071,40.86541701,Active
2173044,POINT (-73.86360890410154 40.84008731737857),Strada,-73.8636089,40.84008732,Active
3163088,POINT (-73.93130918271893 40.65144601140646),Strada,-73.93130918,40.65144601,Active
3163075,POINT (-73.92689909176879 40.652302560582626),Strada,-73.92689909,40.65230256,Active
3163035,POINT (-73.96229475032347 40.65006731129337),Strada,-73.96229475,40.65006731,Active
3163018,POINT (-73.9481574558037 40.65081204865638),Strada,-73.94815746,40.65081205,Active
3149815,POINT (-73.98715101362521 40.66828351939228),Strada,-73.98715101,40.66828352,Active
4283059,POINT (-73.8007578332666 40.760043039260665),Strada,-73.80075783,40.76004304,Active
2162867,POINT (-73.8243607406026 40.82883109033332),Strada,-73.82436074,40.82883109,Active
2162849,POINT (-73.825765218025 40.830049814289985),Strada,-73.82576522,40.83004981,Active
2203030,POINT (-73.87539900076187 40.82904411270314),Strada,-73.875399,40.82904411,Active
2103001,POINT (-73.90980487049583 40.85410168507937),Strada,-73.90980487,40.85410169,Active
2103014,POINT (-73.9082163700523 40.85389625027781),Strada,-73.90821637,40.85389625,Active
2073054,POINT (-73.88102348368045 40.87959895260178),Strada,-73.88102348,40.87959895,Active
3013658,POINT (-73.97473719914102 40.68637411127006),Strada,-73.9747372,40.68637411,Active
3029367,POINT (-73.98139869910446 40.674926167486426),Strada,-73.9813987,40.67492617,Active
2162815,POINT (-73.84574337759622 40.84411914122488),Strada,-73.84574338,40.84411914,Active
3029755,POINT (-73.97779619108381 40.68045708200715),Strada,-73.97779619,40.68045708,Active
3043145,POINT (-73.94763807415261 40.62919549640794),Strada,-73.94763807,40.6291955,Active
3423009,POINT (-74.01749493895424 40.63810853659565),Strada,-74.01749494,40.63810854,Active
3123072,POINT (-74.0020535966887 40.65677538266521),Strada,-74.0020536,40.65677538,Active
3071397,POINT (-74.0079319466278 40.605031972314606),Strada,-74.00793195,40.60503197,Active
3063012,POINT (-73.96076714489887 40.59107146692645),Strada,-73.96076714,40.59107147,Active
3123095,POINT (-74.00395412914263 40.64078317619693),Strada,-74.00395413,40.64078318,Active
3123058,POINT (-74.01350114407073 40.6424156326438),Strada,-74.01350114,40.64241563,Active
3063198,POINT (-73.95679462881525 40.59453992187947),Strada,-73.95679463,40.59453992,Active
3063186,POINT (-73.94407149405431 40.61148752227478),Strada,-73.94407149,40.61148752,Active
3149811,POINT (-73.98751989178169 40.669667530827454),Strada,-73.98751989,40.66966753,Active
3153075,POINT (-73.961379702567 40.62481578258644),Strada,-73.9613797,40.62481578,Active
3163037,POINT (-73.96368736445247 40.649267159622084),Strada,-73.96368736,40.64926716,Active
3163069,POINT (-73.93282044879307 40.65156475031305),Strada,-73.93282045,40.65156475,Active
3153015,POINT (-73.96491281281558 40.62272894117898),Strada,-73.96491281,40.62272894,Active
3123144,POINT (-74.00646014072511 40.638158995703705),Strada,-74.00646014,40.638159,Active
3123154,POINT (-74.00560900825002 40.63957977511947),Strada,-74.00560901,40.63957978,Active
3163004,POINT (-73.95019211677796 40.6558347303933),Strada,-73.95019212,40.65583473,Active
4033062,POINT (-73.78893385629819 40.70730496526487),Strada,-73.78893386,40.70730497,Active
4043020,POINT (-73.83702290156248 40.717793016348516),Strada,-73.8370229,40.71779302,Active
